X,Y,Name,description
-102.32355499,31.87332916,(no SSID),"Network ID: 18:90:88:06:A9:71
Encryption: WPA2
Time: 2024-11-16T15:25:26.000-08:00
Signal: -71.0
Accuracy: 48.0
Type: WIFI"
-102.32355499,31.87332916,(no SSID),"Network ID: 18:90:88:06:A9:72
Encryption: WPA2
Time: 2024-11-16T15:25:26.000-08:00
Signal: -72.0
Accuracy: 48.0
Type: WIFI"
-102.32355499,31.87332916,jack,"Network ID: 18:90:88:06:A9:73
Encryption: WPA2
Time: 2024-11-16T15:25:26.000-08:00
Signal: -67.0
Accuracy: 48.0
Type: WIFI"
-102.32355499,31.87332916,jack,"Network ID: 18:90:88:06:A9:74
Encryption: WPA2
Time: 2024-11-16T15:25:26.000-08:00
Signal: -72.0
Accuracy: 48.0
Type: WIFI"
-102.32355499,31.87332916,(no SSID),"Network ID: 18:90:88:06:A9:75
Encryption: Unknown
Time: 2024-11-16T15:25:26.000-08:00
Signal: -71.0
Accuracy: 48.0
Type: WIFI"
-102.32355499,31.87332916,(no SSID),"Network ID: 18:90:88:06:A9:76
Encryption: Unknown
Time: 2024-11-16T15:25:26.000-08:00
Signal: -72.0
Accuracy: 48.0
Type: WIFI"
-102.32437134,31.87857056,(no SSID),"Network ID: 18:90:88:07:63:A1
Encryption: WPA2
Time: 2024-11-16T15:52:50.000-08:00
Signal: -81.0
Accuracy: 26.0
Type: WIFI"
-102.32437134,31.87857056,Bloque,"Network ID: 18:90:88:07:63:A3
Encryption: WPA2
Time: 2024-11-16T15:52:50.000-08:00
Signal: -82.0
Accuracy: 26.0
Type: WIFI"
-102.32437134,31.87857056,(no SSID),"Network ID: 18:90:88:07:63:A5
Encryption: Unknown
Time: 2024-11-16T15:52:50.000-08:00
Signal: -81.0
Accuracy: 26.0
Type: WIFI"
-102.32437134,31.87857056,Bloque Guest,"Network ID: 18:90:88:07:63:A9
Encryption: WPA2
Time: 2024-11-16T15:52:50.000-08:00
Signal: -82.0
Accuracy: 26.0
Type: WIFI"
-102.32301331,31.8724556,(no SSID),"Network ID: 18:90:88:0A:31:A1
Encryption: WPA2
Time: 2024-11-16T15:31:01.000-08:00
Signal: -74.0
Accuracy: 14.0
Type: WIFI"
-102.32301331,31.8724556,reynanjesse,"Network ID: 18:90:88:0A:31:A3
Encryption: WPA2
Time: 2024-11-16T15:31:01.000-08:00
Signal: -69.0
Accuracy: 18.0
Type: WIFI"
-102.32279968,31.87260437,reynanjesse,"Network ID: 18:90:88:0A:31:A4
Encryption: WPA2
Time: 2024-11-16T15:30:56.000-08:00
Signal: -93.0
Accuracy: 18.0
Type: WIFI"
-102.32301331,31.8724556,(no SSID),"Network ID: 18:90:88:0A:31:A5
Encryption: Unknown
Time: 2024-11-16T15:31:01.000-08:00
Signal: -73.0
Accuracy: 18.0
Type: WIFI"
-102.32350922,31.88035393,(no SSID),"Network ID: 18:90:88:0E:8E:E1
Encryption: WPA2
Time: 2024-11-16T15:54:56.000-08:00
Signal: -80.0
Accuracy: 26.0
Type: WIFI"
-102.32350922,31.88035393,(no SSID),"Network ID: 18:90:88:0E:8E:E2
Encryption: WPA2
Time: 2024-11-16T15:54:56.000-08:00
Signal: -88.0
Accuracy: 26.0
Type: WIFI"
-102.32350922,31.88035393,Wi-Fiu,"Network ID: 18:90:88:0E:8E:E3
Encryption: WPA2
Time: 2024-11-16T15:54:56.000-08:00
Signal: -80.0
Accuracy: 26.0
Type: WIFI"
-102.32350922,31.88035393,Wi-Fiu,"Network ID: 18:90:88:0E:8E:E4
Encryption: WPA2
Time: 2024-11-16T15:54:56.000-08:00
Signal: -89.0
Accuracy: 26.0
Type: WIFI"
-102.32350922,31.88035393,(no SSID),"Network ID: 18:90:88:0E:8E:E6
Encryption: Unknown
Time: 2024-11-16T15:54:56.000-08:00
Signal: -88.0
Accuracy: 26.0
Type: WIFI"
-102.32283783,31.87786865,(no SSID),"Network ID: 18:90:88:15:8E:61
Encryption: WPA2
Time: 2024-11-16T15:59:50.000-08:00
Signal: -80.0
Accuracy: 22.0
Type: WIFI"
-102.32602692,31.87304306,(no SSID),"Network ID: 18:90:88:17:F3:D1
Encryption: WPA2
Time: 2024-11-16T15:23:11.000-08:00
Signal: -77.0
Accuracy: 20.0
Type: WIFI"
-102.32574463,31.8730011,(no SSID),"Network ID: 18:90:88:17:F3:D2
Encryption: WPA2
Time: 2024-11-16T15:23:19.000-08:00
Signal: -88.0
Accuracy: 31.0
Type: WIFI"
-102.32574463,31.8730011,Heredia Family,"Network ID: 18:90:88:17:F3:D3
Encryption: WPA2
Time: 2024-11-16T15:23:19.000-08:00
Signal: -76.0
Accuracy: 31.0
Type: WIFI"
-102.32574463,31.8730011,Heredia Family,"Network ID: 18:90:88:17:F3:D4
Encryption: WPA2
Time: 2024-11-16T15:23:19.000-08:00
Signal: -89.0
Accuracy: 31.0
Type: WIFI"
-102.32602692,31.87304306,(no SSID),"Network ID: 18:90:88:17:F3:D5
Encryption: Unknown
Time: 2024-11-16T15:23:11.000-08:00
Signal: -77.0
Accuracy: 20.0
Type: WIFI"
-102.32574463,31.8730011,(no SSID),"Network ID: 18:90:88:17:F3:D6
Encryption: Unknown
Time: 2024-11-16T15:23:19.000-08:00
Signal: -88.0
Accuracy: 31.0
Type: WIFI"
-102.32215118,31.87812996,(no SSID),"Network ID: 18:90:88:19:7E:F1
Encryption: WPA2
Time: 2024-11-16T16:00:02.000-08:00
Signal: -79.0
Accuracy: 3.0
Type: WIFI"
-102.31989288,31.87709236,(no SSID),"Network ID: 18:90:88:19:7E:F2
Encryption: WPA2
Time: 2024-11-16T16:37:20.000-08:00
Signal: -90.0
Accuracy: 3.0
Type: WIFI"
-102.32019806,31.87733459,Medina?s,"Network ID: 18:90:88:19:7E:F3
Encryption: WPA2
Time: 2024-11-16T16:37:24.000-08:00
Signal: -77.0
Accuracy: 3.0
Type: WIFI"
-102.31989288,31.87709236,Medina?s,"Network ID: 18:90:88:19:7E:F4
Encryption: WPA2
Time: 2024-11-16T16:37:20.000-08:00
Signal: -90.0
Accuracy: 3.0
Type: WIFI"
-102.32215118,31.87812996,(no SSID),"Network ID: 18:90:88:19:7E:F5
Encryption: Unknown
Time: 2024-11-16T16:00:02.000-08:00
Signal: -78.0
Accuracy: 3.0
Type: WIFI"
-102.31989288,31.87709236,(no SSID),"Network ID: 18:90:88:19:7E:F6
Encryption: Unknown
Time: 2024-11-16T16:37:20.000-08:00
Signal: -90.0
Accuracy: 3.0
Type: WIFI"
-102.32019806,31.87733459,Medina?s Guest,"Network ID: 18:90:88:19:7E:F9
Encryption: WPA2
Time: 2024-11-16T16:37:24.000-08:00
Signal: -76.0
Accuracy: 3.0
Type: WIFI"
-102.31989288,31.87709236,Medina?s Guest,"Network ID: 18:90:88:19:7E:FA
Encryption: WPA2
Time: 2024-11-16T16:37:20.000-08:00
Signal: -90.0
Accuracy: 3.0
Type: WIFI"
-102.31629944,31.88019371,(no SSID),"Network ID: 18:90:88:1B:4C:22
Encryption: WPA2
Time: 2024-11-16T16:19:23.000-08:00
Signal: -89.0
Accuracy: 13.0
Type: WIFI"
-102.31693268,31.88059616,Osborne Casa,"Network ID: 18:90:88:1B:4C:23
Encryption: WPA2
Time: 2024-11-16T16:19:32.000-08:00
Signal: -86.0
Accuracy: 12.0
Type: WIFI"
-102.31629944,31.88019371,Osborne Casa,"Network ID: 18:90:88:1B:4C:24
Encryption: WPA2
Time: 2024-11-16T16:19:23.000-08:00
Signal: -89.0
Accuracy: 13.0
Type: WIFI"
-102.31693268,31.88059616,(no SSID),"Network ID: 18:90:88:1B:4C:25
Encryption: Unknown
Time: 2024-11-16T16:19:32.000-08:00
Signal: -84.0
Accuracy: 12.0
Type: WIFI"
-102.31629944,31.88019371,(no SSID),"Network ID: 18:90:88:1B:4C:26
Encryption: Unknown
Time: 2024-11-16T16:19:23.000-08:00
Signal: -90.0
Accuracy: 13.0
Type: WIFI"
-102.31462097,31.87997818,(no SSID),"Network ID: 18:90:88:1D:5A:41
Encryption: WPA2
Time: 2024-11-16T16:21:47.000-08:00
Signal: -81.0
Accuracy: 12.0
Type: WIFI"
-102.31462097,31.87997818,Osborne Casa,"Network ID: 18:90:88:1D:5A:43
Encryption: WPA2
Time: 2024-11-16T16:21:47.000-08:00
Signal: -81.0
Accuracy: 12.0
Type: WIFI"
-102.32589722,31.87398338,(no SSID),"Network ID: 18:90:88:21:20:31
Encryption: WPA2
Time: 2024-11-16T15:35:16.000-08:00
Signal: -76.0
Accuracy: 16.0
Type: WIFI"
-102.32544708,31.87444115,(no SSID),"Network ID: 18:90:88:21:20:32
Encryption: WPA2
Time: 2024-11-16T15:34:35.000-08:00
Signal: -89.0
Accuracy: 14.0
Type: WIFI"
-102.32589722,31.87398338,famtrio,"Network ID: 18:90:88:21:20:33
Encryption: WPA2
Time: 2024-11-16T15:35:16.000-08:00
Signal: -76.0
Accuracy: 14.0
Type: WIFI"
-102.32544708,31.87444115,famtrio,"Network ID: 18:90:88:21:20:34
Encryption: WPA2
Time: 2024-11-16T15:34:35.000-08:00
Signal: -88.0
Accuracy: 14.0
Type: WIFI"
-102.32589722,31.87398338,(no SSID),"Network ID: 18:90:88:21:20:35
Encryption: Unknown
Time: 2024-11-16T15:35:16.000-08:00
Signal: -75.0
Accuracy: 14.0
Type: WIFI"
-102.32544708,31.87444115,(no SSID),"Network ID: 18:90:88:21:20:36
Encryption: Unknown
Time: 2024-11-16T15:34:35.000-08:00
Signal: -89.0
Accuracy: 14.0
Type: WIFI"
-102.31755066,31.8749485,(no SSID),"Network ID: 18:90:88:23:05:91
Encryption: WPA2
Time: 2024-11-16T16:44:40.000-08:00
Signal: -80.0
Accuracy: 13.0
Type: WIFI"
-102.31778717,31.87482262,(no SSID),"Network ID: 18:90:88:23:05:92
Encryption: WPA2
Time: 2024-11-16T16:44:36.000-08:00
Signal: -92.0
Accuracy: 12.0
Type: WIFI"
-102.31778717,31.87482262,castillocastle0204,"Network ID: 18:90:88:23:05:93
Encryption: WPA2
Time: 2024-11-16T16:44:36.000-08:00
Signal: -79.0
Accuracy: 12.0
Type: WIFI"
-102.31778717,31.87482262,castillocastle0204,"Network ID: 18:90:88:23:05:94
Encryption: WPA2
Time: 2024-11-16T16:44:36.000-08:00
Signal: -91.0
Accuracy: 12.0
Type: WIFI"
-102.31778717,31.87482262,(no SSID),"Network ID: 18:90:88:23:05:95
Encryption: Unknown
Time: 2024-11-16T16:44:36.000-08:00
Signal: -78.0
Accuracy: 12.0
Type: WIFI"
-102.31778717,31.87482262,(no SSID),"Network ID: 18:90:88:23:05:96
Encryption: Unknown
Time: 2024-11-16T16:44:36.000-08:00
Signal: -92.0
Accuracy: 12.0
Type: WIFI"
-102.32039642,31.8736496,(no SSID),"Network ID: 18:90:88:23:AC:B1
Encryption: WPA2
Time: 2024-11-16T15:32:49.000-08:00
Signal: -81.0
Accuracy: 13.0
Type: WIFI"
-102.32043457,31.8734169,(no SSID),"Network ID: 18:90:88:23:AC:B2
Encryption: WPA2
Time: 2024-11-16T15:32:45.000-08:00
Signal: -86.0
Accuracy: 11.0
Type: WIFI"
-102.32043457,31.8734169,Trotter,"Network ID: 18:90:88:23:AC:B3
Encryption: WPA2
Time: 2024-11-16T15:32:45.000-08:00
Signal: -78.0
Accuracy: 11.0
Type: WIFI"
-102.32043457,31.8734169,Trotter,"Network ID: 18:90:88:23:AC:B4
Encryption: WPA2
Time: 2024-11-16T15:32:45.000-08:00
Signal: -87.0
Accuracy: 11.0
Type: WIFI"
-102.32043457,31.8734169,(no SSID),"Network ID: 18:90:88:23:AC:B6
Encryption: Unknown
Time: 2024-11-16T15:32:45.000-08:00
Signal: -86.0
Accuracy: 11.0
Type: WIFI"
-102.32441711,31.87572098,(no SSID),"Network ID: 18:90:88:25:EA:21
Encryption: WPA2
Time: 2024-11-16T15:37:24.000-08:00
Signal: -80.0
Accuracy: 14.0
Type: WIFI"
-102.32441711,31.87572098,(no SSID),"Network ID: 18:90:88:25:EA:22
Encryption: WPA2
Time: 2024-11-16T15:37:24.000-08:00
Signal: -89.0
Accuracy: 20.0
Type: WIFI"
-102.32441711,31.87572098,Phillyrocks,"Network ID: 18:90:88:25:EA:23
Encryption: WPA2
Time: 2024-11-16T15:37:24.000-08:00
Signal: -80.0
Accuracy: 14.0
Type: WIFI"
-102.32441711,31.87572098,Phillyrocks,"Network ID: 18:90:88:25:EA:24
Encryption: WPA2
Time: 2024-11-16T15:37:24.000-08:00
Signal: -89.0
Accuracy: 20.0
Type: WIFI"
-102.32441711,31.87572098,(no SSID),"Network ID: 18:90:88:25:EA:25
Encryption: Unknown
Time: 2024-11-16T15:37:24.000-08:00
Signal: -80.0
Accuracy: 14.0
Type: WIFI"
-102.32441711,31.87572098,(no SSID),"Network ID: 18:90:88:25:EA:26
Encryption: Unknown
Time: 2024-11-16T15:37:24.000-08:00
Signal: -90.0
Accuracy: 20.0
Type: WIFI"
-102.32342529,31.87567711,(no SSID),"Network ID: 18:90:88:26:1A:C1
Encryption: WPA2
Time: 2024-11-16T15:34:09.000-08:00
Signal: -78.0
Accuracy: 12.0
Type: WIFI"
-102.32371521,31.87568092,(no SSID),"Network ID: 18:90:88:26:1A:C2
Encryption: WPA2
Time: 2024-11-16T15:38:03.000-08:00
Signal: -91.0
Accuracy: 12.0
Type: WIFI"
-102.32292938,31.87560081,Mavery84,"Network ID: 18:90:88:26:1A:C3
Encryption: WPA2
Time: 2024-11-16T15:34:01.000-08:00
Signal: -74.0
Accuracy: 11.0
Type: WIFI"
-102.32318878,31.87571526,Mavery84,"Network ID: 18:90:88:26:1A:C4
Encryption: WPA2
Time: 2024-11-16T15:34:05.000-08:00
Signal: -90.0
Accuracy: 11.0
Type: WIFI"
-102.32342529,31.87567711,(no SSID),"Network ID: 18:90:88:26:1A:C5
Encryption: Unknown
Time: 2024-11-16T15:34:09.000-08:00
Signal: -78.0
Accuracy: 12.0
Type: WIFI"
-102.32371521,31.87568092,(no SSID),"Network ID: 18:90:88:26:1A:C6
Encryption: Unknown
Time: 2024-11-16T15:38:03.000-08:00
Signal: -91.0
Accuracy: 12.0
Type: WIFI"
-102.32693481,31.87101746,(no SSID),"Network ID: 18:90:88:26:87:61
Encryption: WPA2
Time: 2024-11-16T17:04:56.000-08:00
Signal: -83.0
Accuracy: 19.0
Type: WIFI"
-102.32693481,31.87101746,Angelica?s Wifi,"Network ID: 18:90:88:26:87:63
Encryption: WPA2
Time: 2024-11-16T17:04:56.000-08:00
Signal: -84.0
Accuracy: 19.0
Type: WIFI"
-102.3134613,31.8799572,(no SSID),"Network ID: 18:90:88:26:FB:81
Encryption: WPA2
Time: 2024-11-16T16:18:02.000-08:00
Signal: -74.0
Accuracy: 11.0
Type: WIFI"
-102.3134613,31.8799572,(no SSID),"Network ID: 18:90:88:26:FB:82
Encryption: WPA2
Time: 2024-11-16T16:18:02.000-08:00
Signal: -83.0
Accuracy: 12.0
Type: WIFI"
-102.3134613,31.8799572,Tysonnguyen,"Network ID: 18:90:88:26:FB:83
Encryption: WPA2
Time: 2024-11-16T16:18:02.000-08:00
Signal: -74.0
Accuracy: 11.0
Type: WIFI"
-102.3134613,31.8799572,Tysonnguyen,"Network ID: 18:90:88:26:FB:84
Encryption: WPA2
Time: 2024-11-16T16:18:02.000-08:00
Signal: -83.0
Accuracy: 12.0
Type: WIFI"
-102.3134613,31.8799572,(no SSID),"Network ID: 18:90:88:26:FB:85
Encryption: Unknown
Time: 2024-11-16T16:18:02.000-08:00
Signal: -74.0
Accuracy: 11.0
Type: WIFI"
-102.3134613,31.8799572,(no SSID),"Network ID: 18:90:88:26:FB:86
Encryption: Unknown
Time: 2024-11-16T16:18:02.000-08:00
Signal: -83.0
Accuracy: 12.0
Type: WIFI"
-102.31308746,31.87870026,(no SSID),"Network ID: 18:90:88:28:43:51
Encryption: WPA2
Time: 2024-11-16T16:23:45.000-08:00
Signal: -74.0
Accuracy: 11.0
Type: WIFI"
-102.31304169,31.8787384,ranger1472,"Network ID: 18:90:88:28:43:53
Encryption: WPA2
Time: 2024-11-16T16:17:42.000-08:00
Signal: -75.0
Accuracy: 11.0
Type: WIFI"
-102.31308746,31.87870026,ranger1472,"Network ID: 18:90:88:28:43:54
Encryption: WPA2
Time: 2024-11-16T16:23:45.000-08:00
Signal: -83.0
Accuracy: 12.0
Type: WIFI"
-102.31304169,31.8787384,(no SSID),"Network ID: 18:90:88:28:43:55
Encryption: Unknown
Time: 2024-11-16T16:17:42.000-08:00
Signal: -74.0
Accuracy: 11.0
Type: WIFI"
-102.32444,31.87610626,(no SSID),"Network ID: 18:90:88:28:8B:B1
Encryption: WPA2
Time: 2024-11-16T15:37:43.000-08:00
Signal: -82.0
Accuracy: 15.0
Type: WIFI"
-102.32444,31.87610626,Toyotatundra,"Network ID: 18:90:88:28:8B:B3
Encryption: WPA2
Time: 2024-11-16T15:37:43.000-08:00
Signal: -74.0
Accuracy: 15.0
Type: WIFI"
-102.32444,31.87610626,(no SSID),"Network ID: 18:90:88:28:8B:B5
Encryption: Unknown
Time: 2024-11-16T15:37:43.000-08:00
Signal: -82.0
Accuracy: 15.0
Type: WIFI"
-102.32603455,31.86804008,(no SSID),"Network ID: 18:90:88:28:96:21
Encryption: WPA2
Time: 2024-11-16T17:02:55.000-08:00
Signal: -80.0
Accuracy: 12.0
Type: WIFI"
-102.32598114,31.86761093,(no SSID),"Network ID: 18:90:88:28:96:22
Encryption: WPA2
Time: 2024-11-16T17:02:47.000-08:00
Signal: -91.0
Accuracy: 12.0
Type: WIFI"
-102.32590485,31.86816788,Lildevil1,"Network ID: 18:90:88:28:96:23
Encryption: WPA2
Time: 2024-11-16T17:02:59.000-08:00
Signal: -72.0
Accuracy: 12.0
Type: WIFI"
-102.3260498,31.86785316,Lildevil1,"Network ID: 18:90:88:28:96:24
Encryption: WPA2
Time: 2024-11-16T17:02:51.000-08:00
Signal: -88.0
Accuracy: 11.0
Type: WIFI"
-102.32587433,31.86738205,(no SSID),"Network ID: 18:90:88:28:96:25
Encryption: Unknown
Time: 2024-11-16T17:02:43.000-08:00
Signal: -83.0
Accuracy: 11.0
Type: WIFI"
-102.32598114,31.86761093,(no SSID),"Network ID: 18:90:88:28:96:26
Encryption: Unknown
Time: 2024-11-16T17:02:47.000-08:00
Signal: -92.0
Accuracy: 11.0
Type: WIFI"
-102.32066345,31.87129974,(no SSID),"Network ID: 18:90:88:37:F3:B1
Encryption: WPA2
Time: 2024-11-16T15:28:54.000-08:00
Signal: -79.0
Accuracy: 26.0
Type: WIFI"
-102.32087708,31.87117767,(no SSID),"Network ID: 18:90:88:37:F3:B2
Encryption: WPA2
Time: 2024-11-16T15:28:50.000-08:00
Signal: -92.0
Accuracy: 25.0
Type: WIFI"
-102.32066345,31.87129974,rbradshaw,"Network ID: 18:90:88:37:F3:B3
Encryption: WPA2
Time: 2024-11-16T15:28:54.000-08:00
Signal: -79.0
Accuracy: 26.0
Type: WIFI"
-102.3200531,31.87046051,rbradshaw,"Network ID: 18:90:88:37:F3:B4
Encryption: WPA2
Time: 2024-11-16T16:56:14.000-08:00
Signal: -92.0
Accuracy: 11.0
Type: WIFI"
-102.32066345,31.87129974,(no SSID),"Network ID: 18:90:88:37:F3:B5
Encryption: Unknown
Time: 2024-11-16T15:28:54.000-08:00
Signal: -79.0
Accuracy: 26.0
Type: WIFI"
-102.31242371,31.88042068,(no SSID),"Network ID: 18:90:88:46:7C:C3
Encryption: WPA2
Time: 2024-11-16T16:14:06.000-08:00
Signal: -83.0
Accuracy: 12.0
Type: WIFI"
-102.32066345,31.87129974,(no SSID),"Network ID: 18:90:88:57:C8:E4
Encryption: WPA2
Time: 2024-11-16T15:28:54.000-08:00
Signal: -91.0
Accuracy: 26.0
Type: WIFI"
-102.32829285,31.87369728,(no SSID),"Network ID: 18:90:88:5D:CB:A3
Encryption: WPA2
Time: 2024-11-16T17:05:54.000-08:00
Signal: -80.0
Accuracy: 13.0
Type: WIFI"
-102.32829285,31.87369728,(no SSID),"Network ID: 18:90:88:5D:CB:A4
Encryption: WPA2
Time: 2024-11-16T17:05:54.000-08:00
Signal: -92.0
Accuracy: 13.0
Type: WIFI"
-102.32829285,31.87369728,Tlopezwifi,"Network ID: 18:90:88:5D:CB:A6
Encryption: WPA2
Time: 2024-11-16T17:05:54.000-08:00
Signal: -80.0
Accuracy: 13.0
Type: WIFI"
-102.32829285,31.87369728,Tlopezwifi,"Network ID: 18:90:88:5D:CB:A7
Encryption: WPA2
Time: 2024-11-16T17:05:54.000-08:00
Signal: -91.0
Accuracy: 13.0
Type: WIFI"
-102.32829285,31.87369728,Tlopezwifi,"Network ID: 18:90:88:5D:CB:A8
Encryption: WPA2
Time: 2024-11-16T17:05:54.000-08:00
Signal: -92.0
Accuracy: 13.0
Type: WIFI"
-102.32829285,31.87369728,(no SSID),"Network ID: 18:90:88:5D:CB:A9
Encryption: Unknown
Time: 2024-11-16T17:05:54.000-08:00
Signal: -79.0
Accuracy: 13.0
Type: WIFI"
-102.32829285,31.87369728,(no SSID),"Network ID: 18:90:88:5D:CB:AB
Encryption: Unknown
Time: 2024-11-16T17:05:54.000-08:00
Signal: -92.0
Accuracy: 13.0
Type: WIFI"
-102.3215332,31.87117958,flhome,"Network ID: 18:90:88:71:F2:C6
Encryption: WPA2
Time: 2024-11-16T15:28:20.000-08:00
Signal: -79.0
Accuracy: 17.0
Type: WIFI"
-102.32155609,31.87099457,(no SSID),"Network ID: 18:90:88:71:F2:C9
Encryption: Unknown
Time: 2024-11-16T15:28:24.000-08:00
Signal: -80.0
Accuracy: 17.0
Type: WIFI"
-102.32136536,31.87093925,(no SSID),"Network ID: 18:90:88:73:80:A3
Encryption: WPA2
Time: 2024-11-16T15:28:37.000-08:00
Signal: -71.0
Accuracy: 22.0
Type: WIFI"
-102.32160187,31.87142372,(no SSID),"Network ID: 18:90:88:73:80:A4
Encryption: WPA2
Time: 2024-11-16T15:28:16.000-08:00
Signal: -90.0
Accuracy: 22.0
Type: WIFI"
-102.3215332,31.87090492,(no SSID),"Network ID: 18:90:88:73:80:A5
Encryption: WPA2
Time: 2024-11-16T15:28:28.000-08:00
Signal: -86.0
Accuracy: 18.0
Type: WIFI"
-102.32189178,31.86995506,flhome,"Network ID: 18:90:88:73:80:A6
Encryption: WPA2
Time: 2024-10-28T16:50:01.000-07:00
Signal: -82.0
Accuracy: 9.0
Type: WIFI"
-102.32155609,31.87099457,flhome,"Network ID: 18:90:88:73:80:A7
Encryption: WPA2
Time: 2024-11-16T15:28:24.000-08:00
Signal: -86.0
Accuracy: 17.0
Type: WIFI"
-102.3215332,31.87090492,flhome,"Network ID: 18:90:88:73:80:A8
Encryption: WPA2
Time: 2024-11-16T15:28:28.000-08:00
Signal: -85.0
Accuracy: 18.0
Type: WIFI"
-102.32189178,31.86995506,(no SSID),"Network ID: 18:90:88:73:80:A9
Encryption: Unknown
Time: 2024-10-28T16:50:01.000-07:00
Signal: -83.0
Accuracy: 9.0
Type: WIFI"
-102.32155609,31.87099457,(no SSID),"Network ID: 18:90:88:73:80:AA
Encryption: Unknown
Time: 2024-11-16T15:28:24.000-08:00
Signal: -85.0
Accuracy: 17.0
Type: WIFI"
-102.32155609,31.87099457,(no SSID),"Network ID: 18:90:88:73:80:AB
Encryption: Unknown
Time: 2024-11-16T15:28:24.000-08:00
Signal: -87.0
Accuracy: 17.0
Type: WIFI"
-102.32136536,31.87093925,(no SSID),"Network ID: 18:90:88:73:8B:03
Encryption: WPA2
Time: 2024-11-16T15:28:37.000-08:00
Signal: -81.0
Accuracy: 27.0
Type: WIFI"
-102.32136536,31.87093925,(no SSID),"Network ID: 18:90:88:73:8B:09
Encryption: Unknown
Time: 2024-11-16T15:28:37.000-08:00
Signal: -80.0
Accuracy: 27.0
Type: WIFI"
-102.32125092,31.87224197,(no SSID),"Network ID: 18:90:88:80:AB:64
Encryption: WPA2
Time: 2024-11-16T15:32:25.000-08:00
Signal: -92.0
Accuracy: 17.0
Type: WIFI"
-102.32125092,31.87224197,Warlocks,"Network ID: 18:90:88:80:AB:67
Encryption: WPA2
Time: 2024-11-16T15:32:25.000-08:00
Signal: -91.0
Accuracy: 17.0
Type: WIFI"
-102.32062531,31.87260628,Warlocks,"Network ID: 18:90:88:80:AB:68
Encryption: WPA2
Time: 2024-11-16T15:30:15.000-08:00
Signal: -89.0
Accuracy: 14.0
Type: WIFI"
-102.32125092,31.87224197,(no SSID),"Network ID: 18:90:88:80:AB:6A
Encryption: Unknown
Time: 2024-11-16T15:32:25.000-08:00
Signal: -93.0
Accuracy: 17.0
Type: WIFI"
-102.32125092,31.87224197,Warlocks Guest,"Network ID: 18:90:88:80:AB:70
Encryption: WPA2
Time: 2024-11-16T15:32:25.000-08:00
Signal: -90.0
Accuracy: 17.0
Type: WIFI"
-102.32062531,31.87260628,Warlocks Guest,"Network ID: 18:90:88:80:AB:71
Encryption: WPA2
Time: 2024-11-16T15:30:15.000-08:00
Signal: -89.0
Accuracy: 14.0
Type: WIFI"
-102.31989288,31.8812294,(no SSID),"Network ID: 18:90:88:81:9C:43
Encryption: WPA2
Time: 2024-11-16T16:05:40.000-08:00
Signal: -83.0
Accuracy: 21.0
Type: WIFI"
-102.31958771,31.88062286,Matghetto,"Network ID: 18:90:88:81:9C:46
Encryption: WPA2
Time: 2024-11-16T16:09:51.000-08:00
Signal: -82.0
Accuracy: 20.0
Type: WIFI"
-102.32301331,31.8724556,(no SSID),"Network ID: 18:90:88:90:55:43
Encryption: WPA2
Time: 2024-11-16T15:31:01.000-08:00
Signal: -80.0
Accuracy: 19.0
Type: WIFI"
-102.32301331,31.8724556,reynanjesse,"Network ID: 18:90:88:90:55:46
Encryption: WPA2
Time: 2024-11-16T15:31:01.000-08:00
Signal: -81.0
Accuracy: 19.0
Type: WIFI"
-102.32352448,31.87200928,(no SSID),"Network ID: 18:90:88:90:55:49
Encryption: Unknown
Time: 2024-11-16T15:31:43.000-08:00
Signal: -77.0
Accuracy: 16.0
Type: WIFI"
-102.32301331,31.8724556,(no SSID),"Network ID: 18:90:88:90:55:4B
Encryption: Unknown
Time: 2024-11-16T15:31:01.000-08:00
Signal: -92.0
Accuracy: 19.0
Type: WIFI"
-102.32437134,31.87857056,(no SSID),"Network ID: 18:90:88:90:71:83
Encryption: WPA2
Time: 2024-11-16T15:52:50.000-08:00
Signal: -79.0
Accuracy: 26.0
Type: WIFI"
-102.32437134,31.87857056,Bloque,"Network ID: 18:90:88:90:71:86
Encryption: WPA2
Time: 2024-11-16T15:52:50.000-08:00
Signal: -79.0
Accuracy: 26.0
Type: WIFI"
-102.32437134,31.87857056,(no SSID),"Network ID: 18:90:88:90:71:89
Encryption: Unknown
Time: 2024-11-16T15:52:50.000-08:00
Signal: -80.0
Accuracy: 26.0
Type: WIFI"
-102.32437134,31.87857056,Bloque Guest,"Network ID: 18:90:88:90:71:8F
Encryption: WPA2
Time: 2024-11-16T15:52:50.000-08:00
Signal: -79.0
Accuracy: 26.0
Type: WIFI"
-102.32723999,31.87494278,(no SSID),"Network ID: 18:90:88:91:EB:63
Encryption: WPA2
Time: 2024-11-16T15:42:17.000-08:00
Signal: -84.0
Accuracy: 19.0
Type: WIFI"
-102.32767487,31.87493324,(no SSID),"Network ID: 18:90:88:91:EB:64
Encryption: WPA2
Time: 2024-11-16T15:42:35.000-08:00
Signal: -88.0
Accuracy: 18.0
Type: WIFI"
-102.32780457,31.87439919,Yolanda,"Network ID: 18:90:88:91:EB:66
Encryption: WPA2
Time: 2024-11-16T17:07:12.000-08:00
Signal: -84.0
Accuracy: 11.0
Type: WIFI"
